instance pathlad vf2 ri
si2_m4Dr4_m625.07 0.130957 0.0113153 0.046189
si2_m4Dr4_m625.02 0.012757 0.0109599 0.0340742
si2_m4Dr4_m625.03 0.0130773 0.0114005 0.0306255
si2_m4Dr4_m625.00 0.0220847 0.0147034 0.0338939
si2_m4Dr4_m625.05 0.0108742 0.0112544 0.0292662
si2_m4Dr4_m625.06 0.265312 0.0116052 0.033018
si2_m4Dr4_m625.09 1.30739 0.0106519 0.117978
si2_m4Dr4_m625.01 0.129015 0.0106572 0.0336174
si2_m4Dr4_m625.08 0.906175 0.0116376 0.0449846
si2_m4Dr4_m625.04 0.261584 0.0104699 0.120104
si4_r01_m400.01 2971.35 3600.01 99.663
si4_r01_m400.08 3001.89 3600.01 35.8059
si4_r01_m400.02 NaN 3600.01 134.83
si4_r01_m400.03 NaN 3600.01 32.5759
si4_r01_m400.07 NaN 3600.02 35.6061
si4_r01_m400.06 NaN 3600.01 22.9996
si4_r01_m400.04 NaN 3600.01 34.7558
si4_r01_m400.00 NaN 3600.01 150.494
si4_r01_m400.05 1394.18 3600.01 12.6212
si4_r01_m400.09 1883.42 3600.01 8.61107
si2_b09m_m400.09 0.00610595 0.00996281 0.031698
si2_b09m_m400.03 0.0102016 0.00791823 0.0324839
si2_b09m_m400.01 0.00718943 0.00877907 0.0320293
si2_b09m_m400.08 0.00973 0.00828762 0.02996
si2_b09m_m400.05 0.00993194 0.0104472 0.0294244
si2_b09m_m400.06 0.00704518 0.00855025 0.0377165
si2_b09m_m400.00 0.00924913 0.00817387 0.0308058
si2_b09m_m400.02 0.00891429 0.0109062 0.0311348
si2_b09m_m400.04 0.00911918 0.0100385 0.0309893
si2_b09m_m400.07 0.0088494 0.0108138 0.0318896
si2_b09_m800.07 1.43771 0.0162708 0.0386459
si2_b09_m800.04 1.42938 0.0152915 0.0400101
si2_b09_m800.05 1.43771 0.0189737 0.0346747
si2_b09_m800.00 1.42743 0.0152559 0.03604
si2_b09_m800.02 1.42114 0.0154655 0.0418292
si2_b09_m800.01 1.41876 0.0153817 0.0385556
si2_b09_m800.08 1.44874 0.0198487 0.0416775
si2_b09_m800.09 1.44037 0.015087 0.0343484
si2_b09_m800.03 1.4513 0.0157128 0.03436
si2_b09_m800.06 1.59027 0.019171 0.035094
si6_b03_m400.04 0.42632 0.0070852 0.0325535
si6_b03_m400.09 0.364785 0.0072861 0.0278129
si6_b03_m400.02 0.36283 0.00757382 0.0278393
si6_b03_m400.06 0.412983 0.0069952 0.0319692
si6_b03_m400.05 0.36215 0.00941199 0.0273538
si6_b03_m400.08 0.368632 0.00699054 0.0277887
si6_b03_m400.01 0.370025 0.00698568 0.03154
si6_b03_m400.07 0.363638 0.00696433 0.0288321
si6_b03_m400.03 0.392821 0.00765058 0.027767
si6_b03_m400.00 0.363829 0.00747971 0.0279832
si2_r005_m600.03 1959.64 3600.01 2.26747
si2_r005_m600.00 NaN 3600.01 57.4861
si2_r005_m600.06 NaN 3600.01 4.14184
si2_r005_m600.01 652.562 3600.01 1.02502
si2_r005_m600.04 NaN 3600.01 30.5992
si2_r005_m600.09 750.835 3600.01 2.50599
si2_r005_m600.05 NaN 3600.01 5.81901
si2_r005_m600.02 NaN 3600.01 12.1101
si2_r005_m600.08 2785.59 3600.02 54.3289
si2_r005_m600.07 NaN 3600.01 12.2202
si4_r01_m600.05 NaN 3600.02 1455.91
si4_r01_m600.02 NaN 3600.02 569.662
si4_r01_m600.03 NaN 3600.02 2497.2
si4_r01_m600.07 NaN 3600.02 295.91
si4_r01_m600.08 NaN 3600.02 3600.03
si4_r01_m600.06 NaN 3600.02 15.7951
si4_r01_m600.01 NaN 3600.02 1195.99
si4_r01_m600.04 NaN 3600.02 132.812
si4_r01_m600.00 NaN 3600.02 1657.5
si4_r01_m600.09 NaN 3600.02 188.665
si2_b09_m400.04 0.2034 0.0078399 0.0318767
si2_b09_m400.08 0.216372 0.0107766 0.0306696
si2_b09_m400.05 0.205671 0.00803069 0.0306043
si2_b09_m400.01 0.201841 0.00803561 0.0310661
si2_b09_m400.03 0.207856 0.0100549 0.030638
si2_b09_m400.02 0.283388 0.0102022 0.0343121
si2_b09_m400.07 0.201512 0.007971 0.0283466
si2_b09_m400.09 0.21746 0.00828987 0.0296367
si2_b09_m400.06 0.201062 0.00805693 0.0319726
si2_b09_m400.00 0.260417 0.00857232 0.0329485
si4_b06_m200.06 0.0693121 0.00743043 0.0319834
si4_b06_m200.03 0.03899 0.00527734 0.0256477
si4_b06_m200.02 0.0386407 0.0053972 0.0258992
si4_b06_m200.07 0.0416609 0.00742507 0.0268181
si4_b06_m200.05 0.0624357 0.00665151 0.0269218
si4_b06_m200.08 0.067321 0.00642582 0.0259914
si4_b06_m200.00 0.0579932 0.00698605 0.0278926
si4_b06_m200.04 0.0575827 0.00702897 0.0268866
si4_b06_m200.01 0.0581524 0.00525221 0.0285983
si4_b06_m200.09 0.0681495 0.00600164 0.0266179
si4_r005_m400.06 39.3846 3600.01 0.206418
si4_r005_m400.03 20.0249 3600.01 0.343721
si4_r005_m400.07 37.9925 3600.01 0.707822
si4_r005_m400.01 267.951 3600.01 0.591097
si4_r005_m400.04 62.0298 3600.01 0.824337
si4_r005_m400.00 201.327 3600.01 1.77202
si4_r005_m400.09 140.445 3600.01 1.48714
si4_r005_m400.05 38.005 3600.01 0.448906
si4_r005_m400.08 301.461 3600.01 1.67283
si4_r005_m400.02 296.632 3600.01 4.53678
si4_m4Dr2_m1296.07 0.0610564 0.0451284 0.0447341
si4_m4Dr2_m1296.00 0.0605461 0.0344088 0.0402447
si4_m4Dr2_m1296.05 0.10435 0.0343969 0.0388636
si4_m4Dr2_m1296.04 0.0886927 0.0347264 0.0466658
si4_m4Dr2_m1296.08 1.33407 0.0339959 0.0511803
si4_m4Dr2_m1296.01 0.0904 0.0358237 0.0537507
si4_m4Dr2_m1296.06 0.0898171 0.0344212 0.0466766
si4_m4Dr2_m1296.02 0.0569207 0.0339411 0.0475416
si4_m4Dr2_m1296.03 0.117131 0.0341545 0.109142
si4_m4Dr2_m1296.09 0.17259 0.0356961 0.0458489
si6_b09_m800.03 4.39264 0.0184826 0.033082
si6_b09_m800.09 4.46588 0.0236325 0.0382902
si6_b09_m800.07 4.38908 0.019571 0.0392319
si6_b09_m800.05 4.56948 0.0187205 0.0379828
si6_b09_m800.04 4.50561 0.0235114 0.0384004
si6_b09_m800.01 4.39264 0.0183842 0.0359514
si6_b09_m800.00 4.40011 0.0182463 0.0381797
si6_b09_m800.02 4.3977 0.0258312 0.038461
si6_b09_m800.06 4.41776 0.0184263 0.0386938
si6_b09_m800.08 4.38804 0.0186391 0.0334748
si6_b06m_m400.00 0.0116582 0.00928414 0.0324139
si6_b06m_m400.08 0.0108075 0.00883226 0.028224
si6_b06m_m400.03 0.0111727 0.00933549 0.0289792
si6_b06m_m400.04 0.011174 0.0112846 0.0350788
si6_b06m_m400.06 0.0148379 0.0107902 0.0292758
si6_b06m_m400.07 0.0106346 0.00835943 0.0286138
si6_b06m_m400.09 0.0154601 0.011423 0.0298338
si6_b06m_m400.02 0.0105066 0.0108102 0.0292
si6_b06m_m400.01 0.0111288 0.0111848 0.0277628
si6_b06m_m400.05 0.0159568 0.00915394 0.0300258
si2_m4Dr4_m1296.08 1.40951 0.0324207 0.0736752
si2_m4Dr4_m1296.07 0.267778 0.0310967 0.0399808
si2_m4Dr4_m1296.03 2.7054 0.0311303 0.0755779
si2_m4Dr4_m1296.05 0.0491669 0.0310425 0.0388993
si2_m4Dr4_m1296.06 0.112183 0.0311027 0.0400631
si2_m4Dr4_m1296.04 0.0350035 0.0375954 0.0474339
si2_m4Dr4_m1296.09 0.214756 0.030793 0.0399867
si2_m4Dr4_m1296.01 1.57206 0.0416492 0.0460754
si2_m4Dr4_m1296.00 0.550237 0.0434062 0.0441483
si2_m4Dr4_m1296.02 1.31062 0.0308204 0.0395372
si6_m4Dr6_m1296.02 0.259261 0.0454154 0.0472579
si6_m4Dr6_m1296.08 0.100646 0.0451344 0.0474189
si6_m4Dr6_m1296.07 0.100627 0.0444458 0.0465666
si6_m4Dr6_m1296.06 0.130918 0.0479026 0.0495999
si6_m4Dr6_m1296.03 0.161214 0.0453227 0.0411895
si6_m4Dr6_m1296.04 0.172919 0.0650509 0.047529
si6_m4Dr6_m1296.05 0.166077 0.0535372 0.0411113
si6_m4Dr6_m1296.00 0.142842 0.0492307 0.0463631
si6_m4Dr6_m1296.09 0.127387 0.0446259 0.0434541
si6_m4Dr6_m1296.01 0.142188 0.0561034 0.0423108
si4_m4Dr2_m256.00 0.0291729 0.00773218 0.0291017
si4_m4Dr2_m256.01 0.00757476 0.00780696 0.0276122
si4_m4Dr2_m256.05 0.00885589 0.00581803 0.0312766
si4_m4Dr2_m256.04 0.0164567 0.00584524 0.0283809
si4_m4Dr2_m256.08 0.00815597 0.00770684 0.0288143
si4_m4Dr2_m256.07 0.00628736 0.00712948 0.032898
si4_m4Dr2_m256.06 0.00493817 0.00595486 0.0327053
si4_m4Dr2_m256.02 0.00680387 0.00851846 0.0322444
si4_m4Dr2_m256.09 0.0221425 0.00646845 0.0273706
si4_m4Dr2_m256.03 0.0121593 0.00718369 0.0323419
si4_b09m_m200.01 0.00469494 0.00633301 0.0259387
si4_b09m_m200.00 0.00628453 0.00763257 0.0288825
si4_b09m_m200.03 0.00615281 0.00589157 0.0274577
si4_b09m_m200.06 0.00610416 0.00575128 0.0282364
si4_b09m_m200.02 0.00553049 0.00700967 0.0283403
si4_b09m_m200.04 0.00760038 0.0075688 0.0336768
si4_b09m_m200.05 0.00490807 0.00700349 0.0286964
si4_b09m_m200.07 0.00635947 0.00585511 0.0277832
si4_b09m_m200.08 0.00674012 0.00756114 0.033806
si4_b09m_m200.09 0.00610774 0.00789638 0.029449
si4_m4Dr4_m625.07 0.250507 0.0124061 0.0330079
si4_m4Dr4_m625.05 0.0223917 0.0132062 0.0352267
si4_m4Dr4_m625.01 0.0235266 0.012671 0.0362733
si4_m4Dr4_m625.08 0.0185133 0.0125615 0.0291747
si4_m4Dr4_m625.09 0.028996 0.0123291 0.0310675
si4_m4Dr4_m625.00 0.745837 0.0124474 0.0356452
si4_m4Dr4_m625.04 0.0174403 0.0124264 0.0404401
si4_m4Dr4_m625.06 0.203538 0.0121228 0.0334272
si4_m4Dr4_m625.03 0.0286802 0.0123705 0.034189
si4_m4Dr4_m625.02 0.0228897 0.0163705 0.0327496
si4_m4Dr4_m1296.03 0.115694 0.0361503 0.0548752
si4_m4Dr4_m1296.01 0.0629379 0.0496479 0.0476196
si4_m4Dr4_m1296.00 0.0614669 0.036454 0.0409877
si4_m4Dr4_m1296.07 0.0626628 0.0484672 0.0445807
si4_m4Dr4_m1296.02 0.093828 0.0444078 0.0500197
si4_m4Dr4_m1296.04 0.101378 0.0366718 0.050162
si4_m4Dr4_m1296.09 0.0729746 0.0364814 0.0411852
si4_m4Dr4_m1296.06 2.26994 0.0360786 0.0734079
si4_m4Dr4_m1296.08 0.0604563 0.0374324 0.0496192
si4_m4Dr4_m1296.05 0.0653699 0.0365605 0.0533603
si2_r005_m400.05 16.7592 3600.01 0.967497
si2_r005_m400.06 1523.31 3600.01 2.36281
si2_r005_m400.08 176.139 3600.01 0.581405
si2_r005_m400.02 NaN 3600.01 404.252
si2_r005_m400.03 94.6269 3600.01 0.134977
si2_r005_m400.00 653.73 3600.01 0.823763
si2_r005_m400.07 NaN 3600.01 19.5128
si2_r005_m400.09 50.8568 3600.01 9.14037
si2_r005_m400.04 892.55 3600.01 2.22095
si2_r005_m400.01 85.971 3600.01 1.46237
si2_b06m_m400.03 0.00714361 0.00910929 0.0295932
si2_b06m_m400.06 0.0073251 0.00803635 0.0270823
si2_b06m_m400.05 0.00894377 0.0075498 0.0306443
si2_b06m_m400.01 0.00661141 0.0072316 0.0284105
si2_b06m_m400.00 0.0084046 0.00749528 0.0331316
si2_b06m_m400.08 0.00741175 0.00981861 0.0287146
si2_b06m_m400.07 0.00676576 0.00742059 0.02908
si2_b06m_m400.09 0.00902045 0.00992017 0.0307613
si2_b06m_m400.04 0.00902449 0.0096396 0.0300559
si2_b06m_m400.02 0.00681664 0.00728594 0.0286308
si6_r005_m600.02 20.8324 3600.01 0.677384
si6_r005_m600.08 68.5394 3600.01 5.45072
si6_r005_m600.03 101.406 3600.01 2.00921
si6_r005_m600.05 27.746 3600.01 0.437599
si6_r005_m600.07 44.9198 3600.01 2.10974
si6_r005_m600.04 16.3088 3600.01 25.1536
si6_r005_m600.06 20.1333 3600.02 16.4509
si6_r005_m600.01 14.4364 3600.01 1.32272
si6_r005_m600.09 175.228 3600.02 0.228316
si6_r005_m600.00 19.0808 3600.01 1.99697
si6_r005_m200.02 0.325043 3600.01 0.0655816
si6_r005_m200.08 0.209142 3600.01 0.0971889
si6_r005_m200.09 0.247799 3600.01 0.0375534
si6_r005_m200.05 0.371486 3600.01 0.0713649
si6_r005_m200.03 0.50626 3600.01 0.187314
si6_r005_m200.00 0.395407 3600.01 0.0473202
si6_r005_m200.04 0.286632 3600.01 0.0418471
si6_r005_m200.07 0.306786 3600.01 0.0436925
si6_r005_m200.01 0.296239 3600.01 0.0302107
si6_r005_m200.06 0.28149 3600.01 0.0315909
si2_m4Dr6_m625.06 0.256331 0.0109951 0.0302849
si2_m4Dr6_m625.08 0.0685379 0.0147748 0.0352391
si2_m4Dr6_m625.07 0.169618 0.0117267 0.0344618
si2_m4Dr6_m625.03 0.151029 0.014804 0.0346305
si2_m4Dr6_m625.04 0.0750927 0.0153532 0.0310613
si2_m4Dr6_m625.05 0.0108755 0.0108977 0.0343948
si2_m4Dr6_m625.09 0.0145687 0.011148 0.0525836
si2_m4Dr6_m625.01 0.111073 0.0147966 0.0341054
si2_m4Dr6_m625.02 0.254714 0.0110327 0.0503266
si2_m4Dr6_m625.00 0.0105586 0.0139456 0.0380478
si6_b03_m800.02 2.8698 0.0180964 0.032593
si6_b03_m800.04 2.86095 0.0132755 0.0297999
si6_b03_m800.03 2.83358 0.0171262 0.0311865
si6_b03_m800.05 2.88116 0.0124589 0.0346204
si6_b03_m800.06 2.876 0.0127416 0.0312241
si6_b03_m800.01 2.84064 0.016546 0.0380798
si6_b03_m800.00 2.86539 0.0122958 0.0302059
si6_b03_m800.07 2.86272 0.0125392 0.0295087
si6_b03_m800.09 2.90692 0.0124518 0.0303509
si6_b03_m800.08 2.84405 0.0172359 0.0334788
si4_m4D_m1296.09 1.46671 0.0322112 0.0397168
si4_m4D_m1296.06 1.53135 0.0329684 0.0520078
si4_m4D_m1296.05 1.60255 0.0322175 0.0436662
si4_m4D_m1296.00 6.48315 3600.01 3600.02
si4_m4D_m1296.03 6.88739 3600.01 0.0440918
si4_m4D_m1296.04 1.46723 0.0320892 0.0471076
si4_m4D_m1296.08 8.69935 3600.01 3600.03
si4_m4D_m1296.02 6.99086 3600.01 0.0459908
si4_m4D_m1296.01 1.51465 0.0312646 0.0559447
si4_m4D_m1296.07 1.53108 0.0323438 0.0391529
si6_b03m_m400.03 0.0169723 0.0072255 0.0275453
si6_b03m_m400.01 0.0157392 0.00970305 0.0293159
si6_b03m_m400.09 0.0122597 0.00955307 0.0282208
si6_b03m_m400.08 0.0106842 0.00809134 0.0406468
si6_b03m_m400.07 0.0106345 0.00732097 0.0277611
si6_b03m_m400.02 0.0157228 0.0100481 0.0270946
si6_b03m_m400.05 0.0113244 0.00741484 0.0264817
si6_b03m_m400.00 0.0150336 0.00762393 0.0282068
si6_b03m_m400.06 0.011296 0.00981823 0.0293956
si6_b03m_m400.04 0.0150649 0.00972466 0.0322515
si4_m4D_m256.07 0.0355332 0.00730091 0.0329807
si4_m4D_m256.06 0.0276914 0.00621649 0.0264365
si4_m4D_m256.05 0.0312032 0.00806387 0.0280889
si4_m4D_m256.08 0.0393892 0.0062374 0.0338381
si4_m4D_m256.04 0.0460605 0.00611493 0.0272385
si4_m4D_m256.09 0.0420249 0.00607645 0.0271802
si4_m4D_m256.02 0.0596422 0.00632664 0.0276678
si4_m4D_m256.00 0.0456395 0.00642065 0.0267369
si4_m4D_m256.03 0.0467259 0.00771401 0.0332394
si4_m4D_m256.01 0.0440468 0.00702596 0.0305317
si6_b06m_m800.07 0.0337729 0.0189198 0.0366313
si6_b06m_m800.04 0.0533146 0.0198556 0.0414601
si6_b06m_m800.01 0.036066 0.0253619 0.0338945
si6_b06m_m800.00 0.0516275 0.0190443 0.034322
si6_b06m_m800.05 0.0340798 0.0184524 0.0369049
si6_b06m_m800.08 0.0348332 0.0186408 0.0359749
si6_b06m_m800.09 0.0344471 0.0192233 0.0358787
si6_b06m_m800.02 0.035729 0.0203506 0.0385998
si6_b06m_m800.03 0.0343426 0.0190329 0.0363778
si6_b06m_m800.06 0.0342603 0.0185907 0.0320011
si4_r001_m400.08 0.742387 3600.01 0.0467902
si4_r001_m400.06 0.321362 3600.01 0.0367157
si4_r001_m400.02 0.447948 3600.01 0.0297833
si4_r001_m400.00 1.47086 3600.01 0.0316222
si4_r001_m400.04 0.575193 3600.01 0.0451809
si4_r001_m400.03 0.347911 3600.01 0.0708
si4_r001_m400.09 0.353742 3600.01 0.0306429
si4_r001_m400.05 6.71922 3600.01 0.0950266
si4_r001_m400.01 0.456489 3600.01 0.0361299
si4_r001_m400.07 1.0093 3600.01 0.0345694
si2_m4Dr6_m1296.00 1.02712 0.0328881 0.0466471
si2_m4Dr6_m1296.01 0.0737318 0.0421433 0.0467579
si2_m4Dr6_m1296.09 0.0725458 0.0410283 0.0503069
si2_m4Dr6_m1296.06 0.239799 0.0328337 0.049965
si2_m4Dr6_m1296.03 0.0360078 0.0359089 0.0470792
si2_m4Dr6_m1296.02 0.0375307 0.0328576 0.0467043
si2_m4Dr6_m1296.05 1.12899 0.0333239 0.0495868
si2_m4Dr6_m1296.08 0.0381068 0.0415795 0.0472281
si2_m4Dr6_m1296.04 1.73591 0.0335054 0.0666781
si2_m4Dr6_m1296.07 0.241242 0.0320209 0.0529219
si2_b03_m800.07 0.959133 0.0107197 0.0394388
si2_b03_m800.08 0.962608 0.0142634 0.0374676
si2_b03_m800.04 0.91054 0.0145551 0.0337228
si2_b03_m800.05 0.882258 0.0115653 0.0296899
si2_b03_m800.09 0.900507 0.0145928 0.0382615
si2_b03_m800.00 0.911402 0.0111715 0.0341659
si2_b03_m800.02 0.888828 0.0105074 0.0335539
si2_b03_m800.03 0.906018 0.0106371 0.0310425
si2_b03_m800.01 0.877284 0.0145676 0.0331949
si2_b03_m800.06 0.884858 0.0132863 0.0386192
si4_b03m_m200.05 0.00455207 0.00535983 0.026403
si4_b03m_m200.02 0.00518596 0.00520057 0.0260448
si4_b03m_m200.04 0.00545573 0.00512146 0.0260602
si4_b03m_m200.07 0.00491591 0.00613825 0.0264217
si4_b03m_m200.00 0.00426382 0.00540863 0.0260052
si4_b03m_m200.06 0.00411622 0.00520737 0.0307918
si4_b03m_m200.03 0.00471003 0.00513186 0.026187
si4_b03m_m200.09 0.00489602 0.00558151 0.0265847
si4_b03m_m200.08 0.00464571 0.00592118 0.0278152
si4_b03m_m200.01 0.00441076 0.00572021 0.0308135
si2_b06m_m200.04 0.00430926 0.00596803 0.0300793
si2_b06m_m200.03 0.00436354 0.00526076 0.0274736
si2_b06m_m200.08 0.0050309 0.00724769 0.0261311
si2_b06m_m200.06 0.00445085 0.0067384 0.0267969
si2_b06m_m200.05 0.00413393 0.00584179 0.0316516
si2_b06m_m200.02 0.00423799 0.00586877 0.0264444
si2_b06m_m200.00 0.00423431 0.00596637 0.0273002
si2_b06m_m200.01 0.00373818 0.00544551 0.0268886
si2_b06m_m200.09 0.00397749 0.00692325 0.0285946
si2_b06m_m200.07 0.00408818 0.00555877 0.027921
si6_m4Dr4_m625.05 0.0221826 0.0141693 0.0327902
si6_m4Dr4_m625.09 0.0299996 0.0150368 0.0320684
si6_m4Dr4_m625.04 0.0213666 0.0169547 0.0319035
si6_m4Dr4_m625.00 0.0317635 0.0155243 0.0385035
si6_m4Dr4_m625.08 0.0276778 0.0150154 0.0315386
si6_m4Dr4_m625.06 0.0216478 0.0173195 0.0318627
si6_m4Dr4_m625.01 0.107067 0.0142964 0.0371488
si6_m4Dr4_m625.03 0.124757 0.0151187 0.0294604
si6_m4Dr4_m625.07 0.285976 0.0174723 0.039568
si6_m4Dr4_m625.02 0.0218115 0.0190201 0.0339469
si4_b03_m200.06 0.0622167 0.00636595 0.0265598
si4_b03_m200.02 0.0561127 0.00544451 0.0315897
si4_b03_m200.07 0.0353657 0.00648096 0.0262228
si4_b03_m200.04 0.0353897 0.00549368 0.0275033
si4_b03_m200.03 0.0558282 0.00683404 0.028286
si4_b03_m200.05 0.0350225 0.00479364 0.0263919
si4_b03_m200.09 0.0371527 0.00682554 0.0271092
si4_b03_m200.01 0.0505732 0.00534834 0.0287817
si4_b03_m200.00 0.0385326 0.00671021 0.0265092
si4_b03_m200.08 0.0405299 0.00535707 0.0272633
si2_b03_m400.03 0.115164 0.00638029 0.0328375
si2_b03_m400.06 0.186912 0.00873812 0.0268769
si2_b03_m400.07 0.133815 0.00599223 0.0276909
si2_b03_m400.01 0.115481 0.0066504 0.0303427
si2_b03_m400.05 0.122885 0.00881493 0.034581
si2_b03_m400.09 0.133007 0.00631082 0.0283471
si2_b03_m400.02 0.115451 0.00616945 0.0285371
si2_b03_m400.00 0.114962 0.00615675 0.0284502
si2_b03_m400.08 0.115154 0.00632869 0.0270944
si2_b03_m400.04 0.115245 0.0063319 0.0287151
si4_b09_m200.02 0.0679745 0.00729528 0.0280223
si4_b09_m200.01 0.0673627 0.00556389 0.0268922
si4_b09_m200.00 0.112184 0.0061082 0.0281959
si4_b09_m200.09 0.10159 0.0081421 0.0274128
si4_b09_m200.08 0.0681656 0.00659399 0.0270144
si4_b09_m200.04 0.0684438 0.006264 0.0275205
si4_b09_m200.06 0.0752217 0.00718898 0.0327386
si4_b09_m200.05 0.105398 0.0071128 0.0285627
si4_b09_m200.07 0.111429 0.00783007 0.0346213
si4_b09_m200.03 0.076531 0.00732024 0.0278302
si4_m4Dr4_m256.05 0.00692965 0.00738135 0.0281865
si4_m4Dr4_m256.09 0.0070847 0.00739108 0.0281353
si4_m4Dr4_m256.01 0.00675871 0.00855718 0.0320616
si4_m4Dr4_m256.03 0.0617146 0.00809848 0.0334306
si4_m4Dr4_m256.06 0.024236 0.00869723 0.0277274
si4_m4Dr4_m256.07 0.00615679 0.00623772 0.0270765
si4_m4Dr4_m256.00 0.0165656 0.00609974 0.0296836
si4_m4Dr4_m256.02 0.0144768 0.00735252 0.02994
si4_m4Dr4_m256.08 0.0121774 0.00830567 0.0343274
si4_m4Dr4_m256.04 0.0448279 0.00624096 0.0274275
si2_m4D_m625.01 1.30016 0.0100684 0.0707618
si2_m4D_m625.00 0.171976 0.0105314 0.0342206
si2_m4D_m625.08 0.527416 0.0103332 0.031114
si2_m4D_m625.04 0.159019 0.0102701 0.0328187
si2_m4D_m625.09 0.416336 0.0106253 0.0305242
si2_m4D_m625.02 0.174638 0.0132548 0.0358376
si2_m4D_m625.05 0.548846 0.0133405 0.0349034
si2_m4D_m625.06 1.20599 0.0144661 0.0682999
si2_m4D_m625.07 0.736046 0.0105912 0.034093
si2_m4D_m625.03 0.21683 0.0129713 0.0563813
si4_b09_m800.03 2.97759 0.0183889 0.0389254
si4_b09_m800.02 2.94007 0.0175752 0.0387778
si4_b09_m800.09 2.91764 0.0228124 0.0338791
si4_b09_m800.06 2.97557 0.022095 0.0336342
si4_b09_m800.04 3.05387 0.0166764 0.0412824
si4_b09_m800.05 2.90286 0.0233344 0.0443023
si4_b09_m800.00 2.90042 0.0163626 0.0404662
si4_b09_m800.01 2.92177 0.023024 0.0347556
si4_b09_m800.07 2.94379 0.0167884 0.0421666
si4_b09_m800.08 2.88771 0.0169244 0.0390319
si2_m4Dr4_m256.05 0.0261821 0.00752157 0.0340244
si2_m4Dr4_m256.02 0.0118454 0.00707874 0.0277452
si2_m4Dr4_m256.00 0.0212271 0.00761572 0.0277143
si2_m4Dr4_m256.07 0.0638115 0.00671428 0.0283693
si2_m4Dr4_m256.03 0.0286918 0.00637735 0.0350949
si2_m4Dr4_m256.06 0.00809314 0.00747102 0.0280434
si2_m4Dr4_m256.04 0.0720198 0.00692086 0.0312457
si2_m4Dr4_m256.09 0.0217613 0.00719288 0.0276243
si2_m4Dr4_m256.01 0.00453153 0.00564128 0.0276198
si2_m4Dr4_m256.08 0.0796105 0.00620165 0.0285402
si6_m4Dr2_m256.04 0.00590849 0.00714694 0.0267758
si6_m4Dr2_m256.08 0.00661022 0.00853184 0.0318945
si6_m4Dr2_m256.00 0.00849683 0.0086228 0.0272169
si6_m4Dr2_m256.07 0.0067366 0.00908006 0.0345623
si6_m4Dr2_m256.01 0.00868286 0.00844584 0.0272794
si6_m4Dr2_m256.09 0.00688169 0.00821858 0.0272075
si6_m4Dr2_m256.03 0.00598889 0.00621622 0.0275872
si6_m4Dr2_m256.05 0.00838469 0.0071079 0.0274247
si6_m4Dr2_m256.02 0.0139961 0.00676674 0.0274486
si6_m4Dr2_m256.06 0.00731539 0.00695974 0.0320412
si6_b06_m800.00 2.52667 0.0175771 0.0343146
si6_b06_m800.05 2.62258 0.0157847 0.0348484
si6_b06_m800.02 2.52158 0.0163133 0.0361074
si6_b06_m800.07 2.52875 0.0218002 0.0345335
si6_b06_m800.08 2.61132 0.0207154 0.0358005
si6_b06_m800.09 2.50162 0.0163856 0.0381577
si6_b06_m800.06 2.53681 0.0167103 0.035568
si6_b06_m800.01 2.65154 0.0220496 0.0362281
si6_b06_m800.04 2.59929 0.0196484 0.0365588
si6_b06_m800.03 2.52832 0.0167025 0.0361493
si4_b09m_m800.06 0.0429449 0.0193349 0.0343156
si4_b09m_m800.01 0.0292296 0.0259363 0.0342308
si4_b09m_m800.02 0.0472665 0.0191826 0.0390413
si4_b09m_m800.08 0.035312 0.0196011 0.0331066
si4_b09m_m800.04 0.0309616 0.0241145 0.0404696
si4_b09m_m800.03 0.0323641 0.0203584 0.0404417
si4_b09m_m800.09 0.0332634 0.0257929 0.0347854
si4_b09m_m800.05 0.0303726 0.0206044 0.0394606
si4_b09m_m800.00 0.0297293 0.0231002 0.0338267
si4_b09m_m800.07 0.0499486 0.0263377 0.0398977
si2_b06_m800.04 0.882821 0.0134877 0.0370507
si2_b06_m800.07 0.834411 0.0181136 0.0361885
si2_b06_m800.02 0.829831 0.013558 0.0359847
si2_b06_m800.00 0.827587 0.0186071 0.042202
si2_b06_m800.03 0.82416 0.0127807 0.0404152
si2_b06_m800.05 0.886362 0.0180787 0.0368012
si2_b06_m800.09 0.860091 0.0135004 0.035527
si2_b06_m800.01 0.895092 0.0165654 0.0362376
si2_b06_m800.08 0.938366 0.0181846 0.0371442
si2_b06_m800.06 0.892346 0.0139341 0.0320422
si6_m4D_m256.03 0.0668973 0.00664539 0.0282876
si6_m4D_m256.08 0.0603223 0.00784319 0.0339616
si6_m4D_m256.07 0.0442318 0.00807532 0.0327872
si6_m4D_m256.00 0.0439874 0.00778582 0.0320132
si6_m4D_m256.01 0.0408517 0.00776391 0.0267249
si6_m4D_m256.05 0.0430355 0.00856154 0.0285805
si6_m4D_m256.09 0.155043 3600.01 0.0276406
si6_m4D_m256.04 0.0628575 0.00837615 0.0334381
si6_m4D_m256.02 0.0710892 0.00708433 0.0271872
si6_m4D_m256.06 0.0433195 0.00684238 0.0274605
si2_b06m_m800.07 0.0175721 0.0178315 0.0329653
si2_b06m_m800.02 0.0172118 0.0141797 0.0369214
si2_b06m_m800.03 0.0179613 0.0141924 0.0317229
si2_b06m_m800.01 0.0191494 0.0187431 0.0367391
si2_b06m_m800.08 0.0229743 0.019127 0.0368129
