instance fatanode-results/gss-20210111 fatanode-results/gss-cliques-20210111 fatanode-results/gss-cliques-cliquesup-20210111 fatanode-results/gss-cliques-cliquesup-locallyinjective-20210111 fatanode-results/gss-cliques-cliquesup-noninjective-20210111 fatanode-results/gss-cliques-locallyinjective-20210111 fatanode-results/gss-cliques-noninjective-20210111 fatanode-results/gss-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-20210111 fatanode-results/gss-count-cliques-20210111 fatanode-results/gss-count-cliques-locallyinjective-20210111 fatanode-results/gss-count-cliques-noninjective-20210111 fatanode-results/gss-count-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-locallyinjective-20210111 fatanode-results/gss-count-noninjective-20210111 fatanode-results/gss-count-noninjective-nosupplementals-20210111 fatanode-results/gss-locallyinjective-20210111 fatanode-results/gss-noninjective-20210111 fatanode-results/gss-noninjective-nosupplementals-20210111
phase-30-150-0.34-0.36-0.42-2 14 58 44 24 28 31 43 27 NaN NaN NaN NaN NaN NaN NaN NaN 5 4 0
phase-30-150-0.34-0.36-0.42-3 1704 1705 1754 163 28 121 44 35 NaN NaN NaN NaN NaN NaN NaN NaN 138 3 0
phase-30-150-0.34-0.36-0.42-4 59 102 92 69 19 79 30 41 NaN NaN NaN NaN NaN NaN NaN NaN 23 4 0
phase-30-150-0.34-0.36-0.42-5 125 151 247 258 29 225 28 24 NaN NaN NaN NaN NaN NaN NaN NaN 249 4 0
phase-30-150-0.34-0.36-0.42-6 186729 185603 184087 194143 19 182127 24 29 181242 181360 181958 NaN NaN 180218 NaN NaN 183186 4 0
phase-30-150-0.34-0.36-0.42-7 16 33 48 27 19 42 39 23 NaN NaN NaN NaN NaN NaN NaN NaN 5 4 0
phase-30-150-0.34-0.36-0.42-8 15 43 60 40 28 57 31 27 NaN NaN NaN NaN NaN NaN NaN NaN 26 4 0
phase-30-150-0.38-0.38-0.44-1 NaN NaN NaN NaN 21 NaN 36 50 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.38-0.38-0.44-2 116 152 148 41837 32 41950 67 35 NaN NaN NaN NaN NaN NaN NaN NaN 42392 4 0
phase-30-150-0.38-0.38-0.44-3 NaN NaN NaN NaN 32 NaN 48 47 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 2
phase-30-150-0.38-0.38-0.44-4 1088 1087 1073 1583 20 1597 39 55 NaN NaN NaN NaN NaN NaN NaN NaN 1544 5 0
phase-30-150-0.38-0.38-0.44-5 1909939 1918691 1915760 1948496 20 1952978 27 38 1783265 1792803 1846594 NaN NaN 1812110 NaN NaN 1950059 4 0
phase-30-150-0.38-0.38-0.44-6 NaN NaN NaN NaN 29 NaN 31 43 NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 0
phase-30-150-0.38-0.38-0.44-7 151479 152234 151856 160911 29 152024 40 37 150222 149215 152301 NaN NaN 146887 NaN NaN 153749 3 0
phase-30-150-0.38-0.38-0.44-8 NaN NaN NaN NaN 32 NaN 49 40 NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 0
phase-30-150-0.40-0.46-0.48-1 66242 65762 65295 27915 21 27934 38 34 NaN NaN NaN NaN NaN NaN NaN NaN 28231 5 0
phase-30-150-0.40-0.46-0.48-2 1576602 1624054 1598346 653949 21 679673 68 39 NaN NaN NaN NaN NaN NaN NaN NaN 636936 4 0
phase-30-150-0.40-0.46-0.48-3 2807 2706 2720 81 20 107 54 57 NaN NaN NaN NaN NaN NaN NaN NaN 80 5 0
phase-30-150-0.40-0.46-0.48-4 22 52 63 56 30 68 41 57 NaN NaN NaN NaN NaN NaN NaN NaN 12 5 0
phase-30-150-0.40-0.46-0.48-5 31 96 59 460 28 445 67 58 NaN NaN NaN NaN NaN NaN NaN NaN 389 5 0
phase-30-150-0.40-0.46-0.48-6 NaN NaN NaN NaN 20 NaN 40 56 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.40-0.46-0.48-7 21 85 59 32 20 77 44 39 NaN NaN NaN NaN NaN NaN NaN NaN 11 5 0
phase-30-150-0.40-0.46-0.48-8 NaN NaN NaN NaN 21 NaN 37 49 NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 0
phase-30-150-0.42-0.46-0.50-1 1686 1723 1751 22893 31 23500 66 39 NaN NaN NaN NaN NaN NaN NaN NaN 23110 5 0
phase-30-150-0.42-0.46-0.50-2 1807424 1808044 1812997 1970803 21 1990682 39 35 1620577 1631348 1813859 NaN NaN 1804811 NaN NaN 1972531 4 0
phase-30-150-0.42-0.46-0.50-3 688 672 655 77 31 75 68 64 NaN NaN NaN NaN NaN NaN NaN NaN 52 5 0
phase-30-150-0.42-0.46-0.50-4 NaN NaN NaN NaN 21 NaN 71 52 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.42-0.46-0.50-5 43 77 65 98 22 151 67 53 NaN NaN NaN NaN NaN NaN NaN NaN 71 5 0
phase-30-150-0.42-0.46-0.50-6 NaN NaN NaN NaN 21 NaN 43 62 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.42-0.46-0.50-7 8608 8652 8604 5882 31 6006 41 58 NaN NaN NaN NaN NaN NaN NaN NaN 5788 5 0
phase-30-150-0.42-0.46-0.50-8 82 150 150 87 30 117 78 55 NaN NaN NaN NaN NaN NaN NaN NaN 57 6 0
phase-30-150-0.44-0.46-0.50-1 NaN NaN NaN NaN 31 NaN 68 40 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.44-0.46-0.50-2 NaN NaN NaN NaN 21 NaN 72 70 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.44-0.46-0.50-3 99433 98718 99073 6944 22 7060 76 42 NaN NaN NaN NaN NaN NaN NaN NaN 7237 5 0
phase-30-150-0.44-0.46-0.50-4 5677 5659 5717 1148 31 1129 60 35 NaN NaN NaN NaN NaN NaN NaN NaN 1129 5 0
phase-30-150-0.44-0.46-0.50-5 NaN NaN NaN NaN 21 NaN 63 62 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.44-0.46-0.50-6 56455 56548 56704 49934 32 50461 48 42 NaN NaN NaN NaN NaN NaN NaN NaN 49663 5 0
phase-30-150-0.44-0.46-0.50-7 2608823 2617207 2603221 2717254 21 2703330 48 44 NaN NaN NaN NaN NaN NaN NaN NaN 2785328 5 0
phase-30-150-0.44-0.46-0.50-8 13332 13405 13382 36170 32 36000 67 62 NaN NaN NaN NaN NaN NaN NaN NaN 35834 5 0
phase-30-150-0.46-0.50-0.52-1 NaN NaN NaN NaN 21 NaN 80 47 NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 0
phase-30-150-0.46-0.50-0.52-2 37175 36868 36881 5436 22 5507 47 42 NaN NaN NaN NaN NaN NaN NaN NaN 5372 6 0
phase-30-150-0.46-0.50-0.52-3 42513 42441 42599 6265 23 6165 55 49 NaN NaN NaN NaN NaN NaN NaN NaN 6010 5 0
phase-30-150-0.46-0.50-0.52-4 185562 183863 184542 193390 32 190636 55 49 NaN NaN NaN NaN NaN NaN NaN NaN 192408 6 0
phase-30-150-0.46-0.50-0.52-5 23998 23755 23794 50592 22 50358 78 73 NaN NaN NaN NaN NaN NaN NaN NaN 51009 5 0
phase-30-150-0.46-0.50-0.52-6 119184 120895 120254 133767 33 131871 72 43 NaN NaN NaN NaN NaN NaN NaN NaN 131838 5 0
phase-30-150-0.46-0.50-0.52-7 65 144 132 64 28 80 52 73 NaN NaN NaN NaN NaN NaN NaN NaN 15 6 0
phase-30-150-0.46-0.50-0.52-8 3294 3326 3341 949 32 984 48 67 NaN NaN NaN NaN NaN NaN NaN NaN 929 6 0
phase-30-150-0.48-0.50-0.54-1 2551 2632 2550 210 32 204 78 68 NaN NaN NaN NaN NaN NaN NaN NaN 183 6 0
phase-30-150-0.48-0.50-0.54-2 345607 349028 354522 287541 32 291566 82 52 NaN NaN NaN NaN NaN NaN NaN NaN 286484 6 0
phase-30-150-0.48-0.50-0.54-3 18358 18445 18370 42930 22 43210 57 52 NaN NaN NaN NaN NaN NaN NaN NaN 43129 6 0
phase-30-150-0.48-0.50-0.54-4 NaN NaN NaN NaN 31 NaN 83 72 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.48-0.50-0.54-5 209454 207684 209294 23498 34 23127 52 47 NaN NaN NaN NaN NaN NaN NaN NaN 23366 6 0
phase-30-150-0.48-0.50-0.54-6 305107 302698 302431 71252 33 73812 78 45 NaN NaN NaN NaN NaN NaN NaN NaN 70955 5 0
phase-30-150-0.48-0.50-0.54-7 NaN NaN NaN NaN 31 NaN 55 49 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.48-0.50-0.54-8 33818 34059 33973 991 32 996 75 70 NaN NaN NaN NaN NaN NaN NaN NaN 973 6 0
phase-30-150-0.50-0.52-0.54-1 25243 24923 24931 132977 23 123793 61 86 NaN NaN NaN NaN NaN NaN NaN NaN 124649 7 0
phase-30-150-0.50-0.52-0.54-2 NaN NaN NaN NaN 22 NaN 86 80 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.50-0.52-0.54-3 NaN NaN NaN NaN 34 NaN 87 77 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.50-0.52-0.54-4 NaN NaN NaN NaN 22 NaN 54 71 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.50-0.52-0.54-5 3242 3265 3245 8488 33 8379 46 62 NaN NaN NaN NaN NaN NaN NaN NaN 8307 6 0
phase-30-150-0.50-0.52-0.54-6 NaN NaN NaN NaN 22 NaN 80 80 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.50-0.52-0.54-7 NaN NaN NaN NaN 32 NaN 58 52 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.50-0.52-0.54-8 NaN NaN NaN NaN 22 NaN 86 79 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.52-0.54-0.56-1 NaN NaN NaN NaN 33 NaN 88 76 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.52-0.54-0.56-2 NaN NaN NaN NaN 23 NaN 62 56 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.52-0.54-0.56-3 NaN NaN NaN NaN 23 NaN 91 87 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 1
phase-30-150-0.52-0.54-0.56-4 NaN NaN NaN NaN 23 NaN 80 92 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6 0
phase-30-150-0.52-0.54-0.56-5 180 254 186 287 33 307 90 79 NaN NaN NaN NaN NaN NaN NaN NaN 220 7 0
phase-30-150-0.52-0.54-0.56-6 NaN NaN NaN NaN 33 NaN 87 62 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.52-0.54-0.56-7 192077 190583 190622 NaN 23 NaN 67 86 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.52-0.54-0.56-8 174 202 177 64 33 86 91 85 NaN NaN NaN NaN NaN NaN NaN NaN 32 6 0
phase-30-150-0.54-0.56-0.58-1 NaN NaN NaN NaN 24 NaN 104 63 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.54-0.56-0.58-2 NaN NaN NaN NaN 35 NaN 91 93 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.54-0.56-0.58-3 NaN NaN NaN NaN 25 NaN 60 69 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.54-0.56-0.58-4 494806 484689 492948 351313 34 343245 63 89 NaN NaN NaN NaN NaN NaN NaN NaN 346788 7 0
phase-30-150-0.54-0.56-0.58-5 NaN NaN NaN NaN 35 NaN 66 84 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 1
phase-30-150-0.54-0.56-0.58-6 6667 6672 6637 5216 35 5219 86 85 NaN NaN NaN NaN NaN NaN NaN NaN 5143 7 1
phase-30-150-0.54-0.56-0.58-7 970478 968029 963828 1644636 34 1707415 92 54 NaN NaN NaN NaN NaN NaN NaN NaN 1653682 7 1
phase-30-150-0.54-0.56-0.58-8 NaN NaN NaN NaN 35 NaN 72 93 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.56-0.56-0.60-1 NaN NaN NaN NaN 36 NaN 105 62 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 1
phase-30-150-0.56-0.56-0.60-2 210276 209070 206952 141046 35 138182 70 63 NaN NaN NaN NaN NaN NaN NaN NaN 138496 7 1
phase-30-150-0.56-0.56-0.60-3 36464 36188 36000 NaN 35 NaN 102 94 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 1
phase-30-150-0.56-0.56-0.60-4 NaN NaN NaN NaN 35 NaN 63 57 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 1
phase-30-150-0.56-0.56-0.60-5 NaN NaN NaN NaN 34 NaN 100 96 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 1
phase-30-150-0.56-0.56-0.60-6 12325 11049 11005 4271 34 4196 61 90 NaN NaN NaN NaN NaN NaN NaN NaN 4200 7 0
phase-30-150-0.56-0.56-0.60-7 NaN NaN NaN NaN 35 NaN 86 86 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.56-0.56-0.60-8 NaN NaN NaN NaN 24 NaN 87 52 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.60-0.58-0.62-1 2228 2285 2236 1715 26 1667 121 72 NaN NaN NaN NaN NaN NaN NaN NaN 1583 8 1
phase-30-150-0.60-0.58-0.62-2 2727186 2712097 2677754 NaN 37 NaN 94 96 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 0
phase-30-150-0.60-0.58-0.62-3 NaN NaN NaN NaN 35 NaN 114 103 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 0
phase-30-150-0.60-0.58-0.62-4 170 195 167 152 36 149 108 64 NaN NaN NaN NaN NaN NaN NaN NaN 87 8 1
phase-30-150-0.60-0.58-0.62-5 3302220 3280992 3304655 1873082 37 1866874 110 69 NaN NaN NaN NaN NaN NaN NaN NaN 1888024 8 0
phase-30-150-0.60-0.58-0.62-6 55089 55627 54522 98715 25 100528 104 66 NaN NaN NaN NaN NaN NaN NaN NaN 99109 8 0
phase-30-150-0.60-0.58-0.62-7 NaN NaN NaN NaN 36 NaN 134 80 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7 1
phase-30-150-0.60-0.58-0.62-8 NaN NaN NaN NaN 37 NaN 89 85 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 0
phase-30-150-0.64-0.62-0.64-1 322043 312832 309386 NaN 36 NaN 122 106 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 0
phase-30-150-0.64-0.62-0.64-2 257539 255537 258149 66070 37 66715 133 77 NaN NaN NaN NaN NaN NaN NaN NaN 65168 9 1
phase-30-150-0.64-0.62-0.64-3 12209 12389 12181 24364 27 24191 93 104 NaN NaN NaN NaN NaN NaN NaN NaN 24870 8 0
phase-30-150-0.64-0.62-0.64-4 11302 11553 11375 3417 38 3402 118 121 NaN NaN NaN NaN NaN NaN NaN NaN 3523 8 1
phase-30-150-0.64-0.62-0.64-5 109262 108961 109360 68778 26 69053 121 83 NaN NaN NaN NaN NaN NaN NaN NaN 73019 9 1
phase-30-150-0.64-0.62-0.64-6 NaN NaN NaN NaN 37 NaN 123 98 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.64-0.62-0.64-7 NaN NaN NaN NaN 38 NaN 140 90 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 1
phase-30-150-0.64-0.62-0.64-8 NaN NaN NaN NaN 26 NaN 118 133 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 0
phase-30-150-0.66-0.64-0.66-1 NaN NaN NaN NaN 37 NaN 108 108 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.66-0.64-0.66-2 NaN NaN NaN NaN 35 NaN 85 77 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8 1
phase-30-150-0.66-0.64-0.66-3 540323 538420 542432 3157485 39 3159028 107 96 NaN NaN NaN NaN NaN NaN NaN NaN 3270485 8 0
phase-30-150-0.66-0.64-0.66-4 NaN NaN NaN NaN 35 NaN 110 79 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 0
phase-30-150-0.66-0.64-0.66-5 492356 491550 490760 1535376 38 1546656 134 118 NaN NaN NaN NaN NaN NaN NaN NaN 1561916 9 1
phase-30-150-0.66-0.64-0.66-6 384625 381747 386965 337784 40 344339 119 133 NaN NaN NaN NaN NaN NaN NaN NaN 342696 9 1
phase-30-150-0.66-0.64-0.66-7 NaN NaN NaN NaN 28 NaN 146 133 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 0
phase-30-150-0.66-0.64-0.66-8 1646585 1606454 1610077 NaN 38 NaN 117 80 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 0
phase-30-150-0.68-0.64-0.68-1 NaN NaN NaN NaN 38 NaN 115 116 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.68-0.64-0.68-2 NaN NaN NaN 406407 28 410496 132 83 NaN NaN NaN NaN NaN NaN NaN NaN 418162 9 1
phase-30-150-0.68-0.64-0.68-3 342 397 337 1381 36 1658 92 107 NaN NaN NaN NaN NaN NaN NaN NaN 1309 9 0
phase-30-150-0.68-0.64-0.68-4 6876 6989 6967 518996 28 522305 91 82 NaN NaN NaN NaN NaN NaN NaN NaN 522711 9 0
phase-30-150-0.68-0.64-0.68-5 NaN NaN NaN NaN 27 NaN 108 109 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 0
phase-30-150-0.68-0.64-0.68-6 532 586 545 247 27 306 81 108 NaN NaN NaN NaN NaN NaN NaN NaN 240 9 0
phase-30-150-0.68-0.64-0.68-7 397 484 418 21227 40 21250 137 150 NaN NaN NaN NaN NaN NaN NaN NaN 21551 9 0
phase-30-150-0.68-0.64-0.68-8 NaN NaN NaN 2130897 28 2127692 90 81 NaN NaN NaN NaN NaN NaN NaN NaN 2202782 9 1
phase-30-150-0.70-0.66-0.70-1 278 385 355 73 39 120 121 83 NaN NaN NaN NaN NaN NaN NaN NaN 36 9 0
phase-30-150-0.70-0.66-0.70-2 39395 39264 39215 42055 39 42224 133 89 NaN NaN NaN NaN NaN NaN NaN NaN 41880 10 1
phase-30-150-0.70-0.66-0.70-3 7811 7933 7750 647795 37 649000 131 127 NaN NaN NaN NaN NaN NaN NaN NaN 675638 10 1
phase-30-150-0.70-0.66-0.70-4 NaN NaN NaN NaN 29 NaN 142 136 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 0
phase-30-150-0.70-0.66-0.70-5 NaN NaN NaN NaN 39 NaN 127 100 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.70-0.66-0.70-6 299 445 358 258 40 350 159 101 NaN NaN NaN NaN NaN NaN NaN NaN 227 10 0
phase-30-150-0.70-0.66-0.70-7 192 289 247 484 40 491 95 87 NaN NaN NaN NaN NaN NaN NaN NaN 406 10 1
phase-30-150-0.70-0.66-0.70-8 81382 80648 80396 13579 40 13636 91 122 NaN NaN NaN NaN NaN NaN NaN NaN 14076 10 1
phase-30-150-0.72-0.66-0.70-1 NaN NaN NaN NaN 34 NaN 104 86 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.72-0.66-0.70-2 NaN NaN NaN NaN 41 NaN 124 103 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.72-0.66-0.70-3 3064755 3004895 3033904 NaN 29 NaN 108 84 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 0
phase-30-150-0.72-0.66-0.70-4 38451 38751 38693 31805 29 31102 129 87 NaN NaN NaN NaN NaN NaN NaN NaN 31662 10 0
phase-30-150-0.72-0.66-0.70-5 NaN NaN NaN NaN 39 NaN 125 128 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.72-0.66-0.70-6 NaN NaN NaN NaN 41 NaN 92 113 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 0
phase-30-150-0.72-0.66-0.70-7 NaN NaN NaN NaN 41 NaN 132 133 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 2
phase-30-150-0.72-0.66-0.70-8 NaN NaN NaN NaN 41 NaN 133 127 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.74-0.68-0.70-1 2432416 2409215 2397497 NaN 40 NaN 105 97 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.74-0.68-0.70-2 284964 275843 277815 NaN 29 NaN 131 100 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.74-0.68-0.70-3 28302 28318 28247 29645 42 29765 99 138 NaN NaN NaN NaN NaN NaN NaN NaN 29851 10 1
phase-30-150-0.74-0.68-0.70-4 NaN NaN NaN NaN 29 NaN 145 120 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.74-0.68-0.70-5 NaN NaN NaN 1379429 30 1384615 132 147 NaN NaN NaN NaN NaN NaN NaN NaN 1408076 10 1
phase-30-150-0.74-0.68-0.70-6 1081858 1055655 1058270 3170559 42 3221602 108 130 NaN NaN NaN NaN NaN NaN NaN NaN 3222253 10 1
phase-30-150-0.74-0.68-0.70-7 NaN NaN NaN NaN 29 NaN 145 128 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.74-0.68-0.70-8 NaN NaN NaN NaN 41 NaN 135 86 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 1
phase-30-150-0.76-0.70-0.72-1 NaN NaN NaN NaN 40 NaN 135 115 NaN NaN NaN NaN NaN NaN NaN NaN NaN 10 1
phase-30-150-0.76-0.70-0.72-2 328 355 295 703 30 715 108 98 NaN NaN NaN NaN NaN NaN NaN NaN 688 11 0
phase-30-150-0.76-0.70-0.72-3 5700 5764 5622 3610 31 3577 146 134 NaN NaN NaN NaN NaN NaN NaN NaN 3507 11 1
phase-30-150-0.76-0.70-0.72-4 1403 1546 1461 4437 31 4330 112 100 NaN NaN NaN NaN NaN NaN NaN NaN 4352 11 0
phase-30-150-0.76-0.70-0.72-5 654 710 722 991 29 731 98 86 NaN NaN NaN NaN NaN NaN NaN NaN 611 11 1
phase-30-150-0.76-0.70-0.72-6 11777 11985 11741 3251 42 3417 126 119 NaN NaN NaN NaN NaN NaN NaN NaN 3255 11 0
phase-30-150-0.76-0.70-0.72-7 66 262 142 76 32 137 146 151 NaN NaN NaN NaN NaN NaN NaN NaN 20 10 1
phase-30-150-0.76-0.70-0.72-8 20328 20617 20361 14099 42 14181 129 106 NaN NaN NaN NaN NaN NaN NaN NaN 14167 10 1
phase-30-150-0.78-0.72-0.74-1 NaN NaN NaN NaN 45 NaN 142 138 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 0
phase-30-150-0.78-0.72-0.74-2 NaN NaN NaN 1769354 44 1758736 150 109 NaN NaN NaN NaN NaN NaN NaN NaN 1743399 10 1
phase-30-150-0.78-0.72-0.74-3 4374 4551 4414 22223 43 20713 107 126 NaN NaN NaN NaN NaN NaN NaN NaN 20751 11 0
phase-30-150-0.78-0.72-0.74-4 755173 740540 743435 499523 45 494361 129 131 NaN NaN NaN NaN NaN NaN NaN NaN 502715 11 1
phase-30-150-0.78-0.72-0.74-5 125 267 168 217 33 239 127 117 NaN NaN NaN NaN NaN NaN NaN NaN 134 11 1
phase-30-150-0.78-0.72-0.74-6 57 180 129 104 32 143 148 139 NaN NaN NaN NaN NaN NaN NaN NaN 52 11 1
phase-30-150-0.78-0.72-0.74-7 NaN NaN NaN NaN 43 NaN 146 111 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 0
phase-30-150-0.78-0.72-0.74-8 62 179 102 895 31 961 139 142 NaN NaN NaN NaN NaN NaN NaN NaN 915 11 0
phase-30-150-0.80-0.72-0.74-1 NaN NaN NaN NaN 45 NaN 129 97 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 1
phase-30-150-0.80-0.72-0.74-2 NaN NaN NaN NaN 45 NaN 162 115 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 0
phase-30-150-0.80-0.72-0.74-3 109 211 148 146 32 188 113 101 NaN NaN NaN NaN NaN NaN NaN NaN 86 11 0
phase-30-150-0.80-0.72-0.74-4 787999 790340 787100 1459627 46 1475910 161 103 NaN NaN NaN NaN NaN NaN NaN NaN 1474345 11 1
phase-30-150-0.80-0.72-0.74-5 NaN NaN NaN NaN 42 NaN 143 121 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 1
phase-30-150-0.80-0.72-0.74-6 38 173 86 827 44 948 152 132 NaN NaN NaN NaN NaN NaN NaN NaN 841 12 0
phase-30-150-0.80-0.72-0.74-7 1557075 1548262 1533965 NaN 44 NaN 134 116 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 1
phase-30-150-0.80-0.72-0.74-8 5188 5276 5190 15268 43 15281 161 99 NaN NaN NaN NaN NaN NaN NaN NaN 15255 11 1
phase-30-150-0.82-0.74-0.76-1 55 153 121 158 46 219 121 102 NaN NaN NaN NaN NaN NaN NaN NaN 151 11 0
phase-30-150-0.82-0.74-0.76-2 47 158 127 185 33 252 154 111 NaN NaN NaN NaN NaN NaN NaN NaN 117 12 1
phase-30-150-0.82-0.74-0.76-3 748 760 687 246 45 330 139 152 NaN NaN NaN NaN NaN NaN NaN NaN 249 12 1
phase-30-150-0.82-0.74-0.76-4 24822 24777 24838 64697 43 65149 120 148 NaN NaN NaN NaN NaN NaN NaN NaN 66794 12 0
phase-30-150-0.82-0.74-0.76-5 416927 413130 412582 354869 45 348687 116 139 NaN NaN NaN NaN NaN NaN NaN NaN 352746 12 1
phase-30-150-0.82-0.74-0.76-6 64191 64020 64257 79619 45 82083 119 139 NaN NaN NaN NaN NaN NaN NaN NaN 81312 11 0
phase-30-150-0.82-0.74-0.76-7 28 181 60 79 33 156 132 144 NaN NaN NaN NaN NaN NaN NaN NaN 18 12 1
phase-30-150-0.82-0.74-0.76-8 73 199 90 397 33 376 164 116 NaN NaN NaN NaN NaN NaN NaN NaN 241 12 0
phase-30-150-0.84-0.74-0.76-1 72 166 113 114 33 166 127 141 NaN NaN NaN NaN NaN NaN NaN NaN 48 11 0
phase-30-150-0.84-0.74-0.76-2 1920 2015 2002 243 46 290 114 132 NaN NaN NaN NaN NaN NaN NaN NaN 172 12 1
phase-30-150-0.84-0.74-0.76-3 1532467 1502777 1498987 725779 46 727291 125 150 NaN NaN NaN NaN NaN NaN NaN NaN 754856 11 1
phase-30-150-0.84-0.74-0.76-4 20713 21016 20717 203123 32 204635 166 141 NaN NaN NaN NaN NaN NaN NaN NaN 202534 12 0
phase-30-150-0.84-0.74-0.76-5 1890770 1875045 1874612 1896852 44 1905328 122 110 NaN NaN NaN NaN NaN NaN NaN NaN 1904038 12 1
phase-30-150-0.84-0.74-0.76-6 NaN NaN NaN NaN 45 NaN 157 104 NaN NaN NaN NaN NaN NaN NaN NaN NaN 12 1
phase-30-150-0.84-0.74-0.76-7 2222121 2173578 2182132 NaN 34 NaN 140 154 NaN NaN NaN NaN NaN NaN NaN NaN NaN 12 1
